,pert_iname,trt,quantile,quant_low,quant_high,n_sig,n_sig_pos,n_sig_neg,n_sig_initial,moa
1692,CAMK2G,trt_sh,0.947,-0.272,0.947,14,9,5,32,
1693,metamizole,trt_cp,0.947,-0.54,0.947,27,17,10,46,Cyclooxygenase inhibitor|Opioid receptor agonist
1694,reversine,trt_cp,0.947,-0.938,0.947,10,4,6,18,Aurora kinase inhibitor
1695,ID1,trt_sh,0.947,-0.763,0.947,23,12,11,33,
1696,indiplon,trt_cp,0.947,-0.655,0.947,17,10,7,42,benzodiazepine receptor agonist
1697,SA-97343,trt_cp,0.947,0.694,0.947,10,8,2,12,
1698,CP-466722,trt_cp,0.947,-0.704,0.947,102,64,38,179,ATM kinase inhibitor
1699,COL-3,trt_cp,0.947,-0.82,0.947,52,28,24,108,Matrix metalloprotease inhibitor
1700,WT1,trt_sh,0.947,-0.755,0.947,71,42,29,131,
1701,SJ-172550,trt_cp,0.947,-0.758,0.947,22,13,9,59,MDM inhibitor
1702,PEX19,trt_sh,0.947,-0.711,0.947,19,11,8,36,
1703,GCLM,trt_sh,0.947,-0.272,0.947,11,7,4,24,
1704,SA-1458985,trt_cp,0.947,-0.944,0.947,13,6,7,19,
1705,AICA-ribonucleotide,trt_cp,0.946,-0.72,0.946,55,34,21,101,AMPK activator
1706,ZNF567,trt_sh,0.946,-0.85,0.946,12,7,5,27,
1707,nicotine,trt_cp,0.946,-0.761,0.946,31,17,14,67,Acetylcholine receptor agonist
1708,BRD-A77704559,trt_cp,0.946,0.801,0.946,13,10,3,17,
1709,TKT,trt_sh,0.946,-0.823,0.946,14,7,7,27,
1710,teroxirone,trt_cp,0.946,0.666,0.946,23,17,6,42,DNA inhibitor
1711,ZNF175,trt_sh,0.946,-0.857,0.946,17,10,7,24,
1712,ING2,trt_sh,0.946,0.489,0.946,10,7,3,24,
1713,WY-01-034,trt_cp,0.946,0.703,0.946,51,36,15,101,
1714,DY-131,trt_cp,0.946,-0.649,0.946,10,5,5,19,Estrogen receptor agonist|Estrogen-related receptor agonist
1715,PPM1L,trt_sh,0.946,0.707,0.946,13,9,4,24,
1716,methylprednisolone,trt_cp,0.946,-0.667,0.946,30,19,11,55,Glucocorticoid receptor agonist
1717,SA-424589,trt_cp,0.946,-0.345,0.946,14,9,5,25,
1718,F5,trt_sh,0.945,0.587,0.945,13,9,4,27,
1719,NFE2L2,trt_oe,0.945,0.688,0.945,15,13,2,33,
1720,TRIB3,trt_sh,0.945,-0.695,0.945,44,25,19,76,
1721,CCL28,trt_lig,0.945,-0.825,0.945,10,6,4,19,
1722,esculin,trt_cp,0.945,0.52,0.945,28,19,9,61,Antioxidant
1723,PD-407824,trt_cp,0.945,-0.73,0.945,18,11,7,27,PKC inhibitor
1724,WH-4023,trt_cp,0.945,-0.779,0.945,38,22,16,66,Src inhibitor
1725,LY-2811376,trt_cp,0.945,0.675,0.945,23,16,7,42,
1726,fluspirilene,trt_cp,0.945,-0.9,0.945,66,35,31,134,Dopamine receptor antagonist
1727,LCN2,trt_sh,0.945,-0.814,0.945,20,10,10,33,
1728,RDX,trt_sh,0.944,-0.648,0.944,17,9,8,27,
1729,disopyramide,trt_cp,0.944,-0.791,0.944,47,29,18,79,Sodium channel blocker
1730,enalapril,trt_cp,0.944,-0.924,0.944,70,34,36,129,Angiotensin converting enzyme inhibitor
1731,AGI-5198,trt_cp,0.944,-0.605,0.944,26,16,10,42,isocitrate dehydrogenase inhibitor
1732,DR-2313,trt_cp,0.944,-0.847,0.944,27,15,12,55,PARP inhibitor
1733,xylazine,trt_cp,0.944,0.726,0.944,10,7,3,23,Adrenergic receptor agonist
1734,DYNLL2,trt_sh,0.944,0.488,0.944,16,11,5,27,
1735,exifone,trt_cp,0.944,0.232,0.944,12,8,4,21,Nootropic agent
1736,BRD-K89156937,trt_cp,0.944,-0.896,0.944,11,5,6,17,
1737,K784-3187,trt_cp,0.944,-0.885,0.944,22,11,11,38,
1738,BRP44,trt_sh,0.944,-0.748,0.944,19,11,8,33,
1739,ARHGAP1,trt_sh,0.943,-0.844,0.943,23,14,9,57,
1740,BRD-K85853281,trt_cp,0.943,0.761,0.943,11,9,2,12,Topoisomerase inhibitor
1741,TGFa,trt_lig,0.943,-0.591,0.943,49,32,17,88,
1742,carvedilol,trt_cp,0.943,-0.903,0.943,59,30,29,88,Adrenergic receptor antagonist
1743,m-chlorophenylbiguanide,trt_cp,0.943,-0.892,0.943,10,4,6,19,Serotonin receptor agonist
1744,SA-102096,trt_cp,0.943,-0.687,0.943,12,7,5,21,
1745,erythromycin-ethylsuccinate,trt_cp,0.943,-0.852,0.943,36,15,21,65,Cytochrome P450 inhibitor|Motilin receptor agonist|NFkB pathway inhibitor|Protein synthesis inhibitor
1746,alverine,trt_cp,0.943,0.162,0.943,12,8,4,22,Muscle relaxant
1747,cetirizine,trt_cp,0.943,-0.6,0.943,18,11,7,36,Histamine receptor antagonist
1748,R-428,trt_cp,0.943,-0.925,0.943,21,12,9,42,AXL kinase inhibitor
1749,avanafil,trt_cp,0.943,0.119,0.943,21,14,7,42,phosphodiesterase inhibitor
1750,alfuzosin,trt_cp,0.943,-0.8,0.943,15,6,9,37,Adrenergic receptor antagonist
1751,UBL5,trt_sh,0.943,-0.652,0.943,14,8,6,36,
1752,TNFSF11,trt_lig,0.943,0.668,0.943,10,7,3,19,
1753,ARF1,trt_sh,0.942,-0.706,0.942,28,16,12,54,
1754,rocuronium,trt_cp,0.942,-0.802,0.942,26,16,10,42,acetylcholine receptor antagonist
1755,RAB31,trt_sh,0.942,-0.287,0.942,17,11,6,33,
1756,PPIE,trt_sh,0.942,0.173,0.942,21,14,7,42,
1757,diclofensine,trt_cp,0.942,0.586,0.942,23,16,7,41,dopamine reuptake inhibitor
1758,EPO,trt_sh,0.942,-0.175,0.942,11,7,4,27,
1759,BRD-K93367411,trt_cp,0.942,-0.827,0.942,66,35,31,148,Kelch-like ECH-associated protein ligand
1760,BRD-K54331210,trt_cp,0.942,-0.779,0.942,11,6,5,17,Alkaline phosphatase inhibitor
1761,SERPINH1,trt_sh,0.942,-0.698,0.942,19,12,7,27,
1762,mianserin,trt_cp,0.942,-0.634,0.942,35,21,14,64,Serotonin receptor antagonist
1763,HSF1,trt_oe,0.942,-0.649,0.942,16,10,6,24,
1764,TXNDC9,trt_sh,0.941,-0.908,0.941,24,10,14,44,
1765,EXT1,trt_sh,0.941,-0.02,0.941,69,46,23,139,
1766,SLC16A2,trt_sh,0.941,0.476,0.941,13,9,4,24,
1767,pyrimethamine,trt_cp,0.941,-0.762,0.941,40,22,18,75,Dihydrofolate reductase inhibitor
1768,AR-C133057XX,trt_cp,0.941,-0.617,0.941,26,16,10,59,Nitric oxide synthase inhibitor
1769,RAN-14A,trt_cp,0.941,-0.663,0.941,11,6,5,17,
1770,MYCBP2,trt_sh,0.941,-0.759,0.941,19,9,10,36,
1771,JAK3,trt_sh,0.941,-0.844,0.941,23,12,11,43,
1772,IL12B,trt_lig,0.941,-0.853,0.941,12,7,5,19,
1773,iloprost,trt_cp,0.94,-0.831,0.94,35,21,14,73,Platelet aggregation inhibitor|Prostanoid receptor agonist
1774,phenoxazine,trt_cp,0.94,-0.67,0.94,31,20,11,59,
1775,ELOVL6,trt_sh,0.94,0.609,0.94,27,19,8,39,
1776,ULK3,trt_sh,0.94,0.813,0.94,15,11,4,36,
1777,AZD-8931,trt_cp,0.94,-0.429,0.94,23,15,8,42,
1778,enoxolone,trt_cp,0.94,-0.662,0.94,20,10,10,42,gap junction modulator
1779,brequinar,trt_cp,0.94,-0.669,0.94,16,10,6,42,dihydroorotate dehydrogenase inhibitor
1780,tetrindole,trt_cp,0.94,-0.331,0.94,29,19,10,56,Monoamine oxidase inhibitor
1781,SRRT,trt_sh,0.94,-0.711,0.94,15,8,7,27,
1782,ZNF658,trt_sh,0.94,-0.909,0.94,12,6,6,27,
1783,SUOX,trt_sh,0.94,0.678,0.94,16,11,5,32,
1784,P2RX4,trt_sh,0.94,0.221,0.94,12,8,4,24,
1785,pinaverium,trt_cp,0.94,-0.64,0.94,20,11,9,42,T-type calcium channel blocker
1786,ZM-323881,trt_cp,0.94,-0.871,0.94,11,6,5,19,VEGFR inhibitor
1787,linsitinib,trt_cp,0.94,-0.882,0.94,144,69,75,263,IGF-1 inhibitor
1788,RXFP4,trt_sh,0.94,0.813,0.94,13,10,3,24,
1789,HIBADH,trt_sh,0.94,-0.752,0.94,12,6,6,27,
1790,cyproterone-acetate,trt_cp,0.94,-0.726,0.94,31,18,13,42,androgen receptor antagonist
1791,SB-271046,trt_cp,0.94,0.023,0.94,21,14,7,42,serotonin receptor antagonist
1792,BRD-K22321414,trt_cp,0.94,-0.882,0.94,24,11,13,48,
1793,NCOR2,trt_sh,0.94,-0.698,0.94,18,11,7,33,
1794,cobimetinib,trt_cp,0.939,0.784,0.939,23,21,2,42,MEK inhibitor
1795,CDKN1C,trt_sh,0.939,-0.77,0.939,31,16,15,56,
1796,SATB2,trt_sh,0.939,0.631,0.939,19,14,5,27,
1797,nitrendipine,trt_cp,0.939,-0.862,0.939,68,39,29,145,Calcium channel blocker
1798,F-1061-0166,trt_cp,0.939,-0.926,0.939,14,7,7,34,
1799,BRD-K55896799,trt_cp,0.939,-0.73,0.939,40,26,14,101,
1800,guanaben-acetate,trt_cp,0.939,-0.783,0.939,36,20,16,65,Adrenergic receptor agonist
1801,formestane,trt_cp,0.939,-0.84,0.939,29,14,15,65,Aromatase inhibitor
1802,tiabendazole,trt_cp,0.938,-0.903,0.938,37,16,21,76,Angiogenesis inhibitor
1803,RPN1,trt_sh,0.938,-0.664,0.938,37,23,14,66,
1804,tivantinib,trt_cp,0.938,-0.809,0.938,95,55,40,222,Tyrosine kinase inhibitor
1805,fluperlapine,trt_cp,0.938,-0.641,0.938,16,10,6,32,Serotonin receptor antagonist
1806,KIF9,trt_sh,0.938,-0.852,0.938,15,9,6,27,
1807,WFDC2,trt_sh,0.938,-0.6,0.938,16,10,6,24,
1808,ETFB,trt_sh,0.938,-0.79,0.938,16,8,8,36,
1809,diltiazem,trt_cp,0.938,-0.792,0.938,60,35,25,117,Calcium channel blocker
1810,BRD-K71574320,trt_cp,0.938,-0.211,0.938,11,7,4,17,
1811,pranlukast,trt_cp,0.938,-0.803,0.938,25,13,12,46,Leukotriene receptor antagonist
1812,HSP90AA1,trt_sh,0.938,-0.802,0.938,35,19,16,69,
1813,SMAD3,trt_xpr,0.938,-0.549,0.938,27,17,10,66,
1814,CDC123,trt_sh,0.938,-0.9,0.938,43,18,25,80,
1815,andrographolide,trt_cp,0.938,-0.679,0.938,25,15,10,42,tumor necrosis factor production inhibitor
1816,BRD-K66634822,trt_cp,0.938,0.6,0.938,10,7,3,24,
1817,ZNF596,trt_sh,0.938,-0.819,0.938,13,6,7,27,
1818,ATP7A,trt_sh,0.938,-0.732,0.938,12,7,5,27,
1819,linezolid,trt_cp,0.938,-0.813,0.938,45,25,20,74,Bacterial 50S ribosomal subunit inhibitor
1820,PFI-1,trt_cp,0.937,0.352,0.937,55,37,18,114,bromodomain inhibitor
1821,ZNF786,trt_sh,0.937,-0.381,0.937,11,7,4,27,
1822,SUCNR1,trt_sh,0.937,-0.257,0.937,11,7,4,24,
1823,camicinal,trt_cp,0.937,-0.601,0.937,19,11,8,42,motilin receptor agonist
1824,B4GALNT1,trt_sh,0.937,0.687,0.937,16,12,4,27,
1825,dalcetrapib,trt_cp,0.936,-0.904,0.936,28,12,16,58,Cholesterylester transfer protein inhibitor
1826,BMPR1A,trt_sh,0.936,-0.65,0.936,30,19,11,53,
1827,NPDC1,trt_sh,0.936,-0.725,0.936,19,11,8,39,
1828,rilmenidine,trt_cp,0.936,-0.629,0.936,59,35,24,126,Adrenergic receptor agonist|Imidazoline receptor agonist
1829,amfepramone,trt_cp,0.936,-0.883,0.936,28,15,13,45,Adrenergic receptor agonist
1830,candesartan,trt_cp,0.936,-0.774,0.936,26,16,10,46,Angiotensin receptor antagonist
1831,PJA1,trt_sh,0.936,-0.909,0.936,23,12,11,42,
1832,SOS1,trt_sh,0.936,-0.839,0.936,14,8,6,33,
1833,SULT2B1,trt_sh,0.936,0.663,0.936,19,15,4,27,
1834,PAX6,trt_sh,0.936,-0.741,0.936,19,11,8,33,
1835,MDM4,trt_sh,0.936,0.743,0.936,12,9,3,24,
1836,PANK2,trt_sh,0.936,-0.81,0.936,35,21,14,74,
1837,APOO,trt_sh,0.936,-0.76,0.936,16,10,6,27,
1838,GW-311616,trt_cp,0.936,-0.707,0.936,11,6,5,19,Leukocyte elastase inhibitor
1839,BRD-A98248982,trt_cp,0.935,-0.842,0.935,46,23,23,89,
1840,SD-8-005,trt_cp,0.935,-0.455,0.935,10,6,4,22,
1841,CXCR7,trt_sh,0.935,-0.892,0.935,12,6,6,27,
1842,CTSB,trt_sh,0.935,0.628,0.935,16,12,4,27,
1843,ZNHIT3,trt_sh,0.935,-0.858,0.935,19,10,9,36,
1844,ibuprofen,trt_cp,0.935,-0.755,0.935,38,23,15,68,Cyclooxygenase inhibitor
1845,COT-10b,trt_cp,0.935,-0.859,0.935,44,26,18,93,
1846,STK-721917,trt_cp,0.935,-0.869,0.935,39,21,18,101,
1847,FUS,trt_sh,0.935,-0.768,0.935,24,14,10,70,
1848,RDBP,trt_sh,0.935,-0.857,0.935,17,9,8,33,
1849,alpelisib,trt_cp,0.934,-0.882,0.934,65,32,33,120,PI3K inhibitor
1850,ZNF678,trt_sh,0.934,-0.735,0.934,16,8,8,27,
1851,SGI-1776,trt_cp,0.934,-0.659,0.934,79,51,28,172,Pim kinase inhibitor
1852,GTPBP8,trt_sh,0.934,-0.774,0.934,23,13,10,39,
1853,PTPN12,trt_sh,0.934,-0.722,0.934,124,73,51,231,
1854,NKX2-3,trt_sh,0.934,-0.702,0.934,17,10,7,27,
1855,AT1-SHH-29,trt_cp,0.934,-0.736,0.934,52,29,23,101,
1856,FGFRL1,trt_sh,0.934,-0.167,0.934,17,11,6,37,
1857,HMGA2,trt_sh,0.934,0.593,0.934,13,9,4,27,
1858,TSTA3,trt_sh,0.934,0.662,0.934,17,14,3,39,
1859,LHX4,trt_sh,0.933,0.681,0.933,15,12,3,27,
1860,ostarine,trt_cp,0.933,0.586,0.933,13,9,4,42,androgen receptor modulator
1861,BRD-K88708949,trt_cp,0.933,0.307,0.933,15,10,5,17,
1862,pramipexole,trt_cp,0.933,-0.7,0.933,34,21,13,68,Dopamine receptor agonist
1863,NFKBIB,trt_sh,0.933,-0.334,0.933,14,9,5,35,
1864,FBRS,trt_sh,0.933,-0.846,0.933,22,12,10,42,
1865,CIAPIN1,trt_sh,0.933,-0.918,0.933,23,14,9,39,
1866,CAY-10415,trt_cp,0.933,-0.808,0.933,11,5,6,17,Insulin sensitizer
1867,FOS,trt_sh,0.933,-0.873,0.933,44,23,21,102,
1868,COX4I1,trt_sh,0.933,0.016,0.933,12,8,4,27,
1869,CTCF,trt_sh,0.933,-0.768,0.933,37,20,17,72,
1870,T-5224,trt_cp,0.933,0.583,0.933,22,15,7,42,AP inhibitor
1871,GW-9508,trt_cp,0.932,-0.876,0.932,15,8,7,34,Free Fatty Acid Receptor 1 (FFAR1; GPR40) Agonists|G protein coupled receptor agonist|Free fatty acid receptor agonist|G protein-coupled receptor agonist
1872,diethylstilbestrol,trt_cp,0.932,-0.557,0.932,63,41,22,120,Estrogen receptor agonist
1873,VAV3,trt_sh,0.932,-0.766,0.932,37,23,14,69,
1874,argatroban,trt_cp,0.932,-0.832,0.932,29,13,16,57,Thrombin inhibitor
1875,INPP4B,trt_sh,0.932,-0.853,0.932,38,21,17,69,
1876,MECP2,trt_oe,0.932,-0.599,0.932,10,6,4,18,
1877,MK-3207,trt_cp,0.932,-0.819,0.932,20,9,11,42,calcitonin antagonist
1878,oxybutynin,trt_cp,0.932,-0.897,0.932,19,7,12,53,Acetylcholine receptor antagonist
1879,MGCD-265,trt_cp,0.932,-0.927,0.932,90,46,44,162,VEGFR inhibitor
1880,KDM4C,trt_sh,0.932,-0.543,0.932,13,8,5,27,
1881,CCRN4L,trt_sh,0.931,-0.884,0.931,18,10,8,24,
1882,nimesulide,trt_cp,0.931,-0.915,0.931,32,18,14,64,Cyclooxygenase inhibitor
1883,NFKB-activation-inhibitor-II,trt_cp,0.931,-0.831,0.931,29,14,15,57,NFkB pathway inhibitor
1884,HINT1,trt_sh,0.931,-0.822,0.931,20,12,8,33,
1885,BRD-K89692698,trt_cp,0.931,-0.758,0.931,32,19,13,74,
1886,TNFRSF21,trt_sh,0.931,-0.907,0.931,36,17,19,64,
1887,TG-101348,trt_cp,0.931,-0.567,0.931,117,77,40,233,JAK inhibitor|FLT3 inhibitor
1888,BRD-K75081836,trt_cp,0.931,-0.244,0.931,11,7,4,18,
1889,moxonidine,trt_cp,0.931,-0.75,0.931,39,21,18,76,Imidazoline receptor agonist
1890,flumetasone,trt_cp,0.931,0.119,0.931,15,10,5,38,Glucocorticoid receptor agonist
1891,MK-0773,trt_cp,0.931,-0.671,0.931,19,11,8,42,androgen receptor modulator
1892,NFYB,trt_sh,0.931,-0.863,0.931,17,10,7,33,
1893,CMA1,trt_lig,0.93,0.48,0.93,10,7,3,19,
1894,TSC2,trt_sh,0.93,-0.35,0.93,23,15,8,41,
1895,CD97,trt_sh,0.93,-0.809,0.93,19,11,8,36,
1896,BRD-K78716413,trt_cp,0.93,-0.583,0.93,34,22,12,67,
1897,empagliflozin,trt_cp,0.93,-0.601,0.93,20,12,8,42,sodium/glucose cotransporter inhibitor
1898,catechin,trt_cp,0.93,-0.842,0.93,15,8,7,27,Beta secretase inhibitor|Fatty acid synthase inhibitor|LDL antioxidants
1899,SIAH2,trt_sh,0.93,-0.852,0.93,17,9,8,33,
1900,CGP-71683,trt_cp,0.93,-0.794,0.93,10,5,5,19,Neuropeptide receptor antagonist
1901,DVL2,trt_sh,0.93,-0.668,0.93,15,8,7,40,
1902,ITGB5,trt_sh,0.93,-0.697,0.93,35,22,13,72,
1903,l-buthionine-sulfoximine,trt_cp,0.93,-0.725,0.93,23,12,11,54,Gamma-glutamylcysteine synthetase inhibitor
1904,adenosine,trt_cp,0.93,-0.718,0.93,16,9,7,42,adenosine receptor agonist
1905,CELSR3,trt_sh,0.93,0.606,0.93,14,10,4,24,
1906,diloxanide,trt_cp,0.93,-0.777,0.93,16,9,7,27,Protein synthesis inhibitor
1907,BRCA1,trt_sh,0.929,-0.924,0.929,55,27,28,105,
1908,SLC16A6,trt_sh,0.929,-0.826,0.929,21,10,11,42,
1909,austricine,trt_cp,0.929,-0.849,0.929,17,10,7,27,Hypolipidemic
1910,CGP-60474,trt_cp,0.929,-0.63,0.929,306,197,109,591,CDK inhibitor
1911,HNF4A,trt_oe,0.929,-0.593,0.929,10,6,4,17,
1912,JNK-9L,trt_cp,0.929,-0.734,0.929,98,58,40,204,JNK inhibitor
1913,gossypin,trt_cp,0.929,0.765,0.929,11,9,2,20,Dual specificity protein kinase inhibitor
1914,BRD-K70161581,trt_cp,0.929,0.635,0.929,13,9,4,18,
1915,vinburnine,trt_cp,0.929,0.023,0.929,30,20,10,57,Adrenergic receptor antagonist
1916,DBI,trt_sh,0.929,-0.701,0.929,13,7,6,27,
1917,epinephrine,trt_cp,0.929,-0.738,0.929,21,12,9,42,"adrenergic receptor agonist, carbonic anhydrase activator, neurotransmitter"
1918,bezafibrate,trt_cp,0.929,-0.832,0.929,37,20,17,70,PPAR receptor agonist
1919,PFKFB3,trt_sh,0.929,-0.803,0.929,17,7,10,36,
1920,RND3,trt_sh,0.929,-0.828,0.929,10,5,5,24,
1921,NRBP1,trt_sh,0.929,-0.903,0.929,19,11,8,32,
1922,UIMC1,trt_sh,0.929,-0.758,0.929,16,7,9,27,
1923,FAM20B,trt_sh,0.929,-0.172,0.929,14,9,5,33,
1924,CCL2,trt_sh,0.929,-0.826,0.929,16,9,7,32,
1925,MIXL1,trt_sh,0.928,-0.747,0.928,12,6,6,24,
1926,ZBTB49,trt_sh,0.928,0.686,0.928,12,11,1,24,
1927,PAFAH1B3,trt_sh,0.928,0.73,0.928,22,16,6,43,
1928,IL6,trt_sh,0.928,-0.8,0.928,16,9,7,33,
1929,5-methoxytryptamine,trt_cp,0.928,-0.802,0.928,10,4,6,24,Serotonin receptor agonist
1930,AZI2,trt_sh,0.928,-0.376,0.928,14,9,5,24,
1931,NMI,trt_sh,0.928,0.074,0.928,12,8,4,24,
1932,ABCF1,trt_sh,0.928,0.603,0.928,20,14,6,39,
1933,PMM2,trt_sh,0.928,-0.808,0.928,38,20,18,74,
1934,CISD1,trt_sh,0.928,-0.627,0.928,28,18,10,39,
1935,IFI30,trt_sh,0.928,-0.709,0.928,14,8,6,24,
1936,ICI-162846,trt_cp,0.928,-0.641,0.928,36,22,14,61,Histamine receptor antagonist
1937,osthol,trt_cp,0.928,-0.67,0.928,10,6,4,19,Calcium channel blocker
1938,BRD-K40094191,trt_cp,0.928,-0.679,0.928,22,13,9,30,
1939,oleoylethanolamide,trt_cp,0.927,0.671,0.927,15,11,4,24,Cannabinoid receptor agonist|Glucose dependent insulinotropic receptor agonist|Potassium channel blocker|PPAR receptor agonist
1940,Y-26763,trt_cp,0.927,-0.665,0.927,32,20,12,65,Potassium channel activator
1941,GART,trt_sh,0.927,0.654,0.927,17,12,5,27,
1942,SRSF2,trt_sh,0.927,-0.747,0.927,81,44,37,134,
1943,PWP1,trt_sh,0.927,-0.339,0.927,17,11,6,42,
1944,UGT1A1,trt_sh,0.927,-0.702,0.927,17,9,8,27,
1945,BRD-K54405293,trt_cp,0.927,-0.893,0.927,12,6,6,17,
1946,XPC,trt_sh,0.927,-0.736,0.927,11,5,6,33,
1947,dasabuvir,trt_cp,0.927,-0.635,0.927,25,16,9,42,HCV inhibitor
1948,estradiol,trt_cp,0.927,-0.766,0.927,170,95,75,344,Estrogen receptor agonist
1949,PSIP1,trt_sh,0.927,-0.869,0.927,20,11,9,42,
1950,ALDH3B1,trt_sh,0.926,0.651,0.926,13,9,4,27,
1951,DDIT3,trt_sh,0.926,-0.898,0.926,23,10,13,41,
1952,glycopyrrolate,trt_cp,0.926,-0.779,0.926,35,19,16,70,Acetylcholine receptor antagonist
1953,TMED7,trt_sh,0.926,-0.578,0.926,19,12,7,27,
1954,PRKAR2B,trt_sh,0.926,0.671,0.926,18,13,5,40,
1955,fraxidin,trt_cp,0.926,-0.796,0.926,14,8,6,19,Carbonic anhydrase inhibitor
1956,phenylbutazone,trt_cp,0.926,-0.771,0.926,29,15,14,65,Cyclooxygenase inhibitor|Prostanoid receptor antagonist
1957,BL-050,trt_cp,0.926,-0.875,0.926,11,6,5,24,
1958,ALW-II-49-7,trt_cp,0.926,-0.786,0.926,100,63,37,197,Ephrin inhibitor
1959,KIT,trt_sh,0.926,-0.694,0.926,49,32,17,106,
1960,HDAC2,trt_xpr,0.926,0.543,0.926,30,21,9,66,
1961,ruxolitinib,trt_cp,0.926,-0.817,0.926,92,48,44,213,JAK inhibitor
1962,IPO13,trt_sh,0.926,-0.794,0.926,18,10,8,39,
1963,CRABP2,trt_sh,0.925,-0.783,0.925,13,7,6,24,
1964,SA-90377,trt_cp,0.925,0.73,0.925,12,10,2,25,
1965,nefopam,trt_cp,0.925,0.717,0.925,33,26,7,64,Cyclooxygenase inhibitor
1966,ATN-161,trt_cp,0.925,-0.675,0.925,21,11,10,42,integrin antagonist
1967,PMS2P3,trt_sh,0.925,-0.653,0.925,27,16,11,42,
1968,SNAPC4,trt_sh,0.925,0.169,0.925,15,10,5,27,
1969,ozagrel,trt_cp,0.925,-0.858,0.925,47,23,24,91,Thromboxane synthase inhibitor
1970,halcinonide,trt_cp,0.925,-0.777,0.925,38,23,15,65,Glucocorticoid receptor agonist
1971,HDAC3,trt_xpr,0.925,0.402,0.925,37,25,12,66,
1972,KDM1A,trt_sh,0.925,-0.714,0.925,13,8,5,30,
1973,latanoprost,trt_cp,0.925,-0.764,0.925,26,15,11,53,Prostanoid receptor agonist
1974,CNOT7,trt_sh,0.924,-0.668,0.924,16,9,7,24,
1975,cinalukast,trt_cp,0.924,-0.846,0.924,11,5,6,19,Leukotriene receptor antagonist
1976,BRD-K19826688,trt_cp,0.924,-0.566,0.924,58,37,21,110,
1977,DCP1A,trt_sh,0.924,0.706,0.924,13,9,4,27,
1978,PHF21B,trt_sh,0.924,-0.92,0.924,18,9,9,27,
1979,CDKL4,trt_sh,0.924,-0.779,0.924,22,12,10,37,
1980,NIPSNAP1,trt_sh,0.924,-0.682,0.924,20,12,8,39,
1981,SIRT1,trt_sh,0.924,-0.894,0.924,20,9,11,39,
1982,hinokitiol,trt_cp,0.924,-0.887,0.924,11,6,5,19,Tyrosinase inhibitor
1983,PRMT3,trt_sh,0.924,-0.807,0.924,18,10,8,30,
1984,aspirin,trt_cp,0.924,-0.751,0.924,29,15,14,53,Cyclooxygenase inhibitor
1985,acecainide,trt_cp,0.924,-0.687,0.924,18,11,7,42,polarization inhibitor
1986,SP140L,trt_sh,0.924,0.132,0.924,12,8,4,24,
1987,PNKP,trt_sh,0.924,-0.614,0.924,38,23,15,80,
1988,ST-638,trt_cp,0.924,-0.889,0.924,11,6,5,15,Tyrosine kinase inhibitor
1989,MBNL1,trt_sh,0.924,-0.75,0.924,18,9,9,38,
1990,sirolimus,trt_cp,0.923,-0.722,0.923,379,238,141,725,MTOR inhibitor
1991,BUB1,trt_sh,0.923,-0.757,0.923,15,9,6,37,
1992,YES1,trt_sh,0.923,-0.772,0.923,85,47,38,162,
1993,enprofylline,trt_cp,0.923,0.661,0.923,23,18,5,42,phosphodiesterase inhibitor
1994,isosorbide-mononitrate,trt_cp,0.923,-0.851,0.923,19,8,11,42,nitric oxide stimulant
1995,cycloserine-(d),trt_cp,0.923,-0.809,0.923,18,9,9,26,Bacterial cell wall synthesis inhibitor
1996,mirodenafil,trt_cp,0.923,-0.716,0.923,22,12,10,42,phosphodiesterase inhibitor
1997,DTX3L,trt_sh,0.923,-0.727,0.923,19,11,8,27,
1998,clomifene,trt_cp,0.923,-0.837,0.923,83,45,38,146,Estrogen receptor antagonist
1999,MAP7,trt_sh,0.923,-0.703,0.923,20,12,8,43,
2000,desoxypeganine,trt_cp,0.923,-0.709,0.923,29,16,13,65,Acetylcholinesterase inhibitor|Monoamine oxidase inhibitor
2001,amtolmetin-guacil,trt_cp,0.923,-0.85,0.923,21,11,10,42,cyclooxygenase inhibitor
2002,CT-200783,trt_cp,0.923,-0.586,0.923,28,18,10,59,
2003,BRD-K16956545,trt_cp,0.923,0.06,0.923,24,16,8,64,
2004,ritonavir,trt_cp,0.922,-0.617,0.922,28,17,11,64,HIV protease inhibitor
2005,LAMP2,trt_sh,0.922,-0.885,0.922,15,8,7,24,
2006,reparixin,trt_cp,0.922,-0.689,0.922,23,14,9,42,CC chemokine receptor antagonist
2007,GPR56,trt_sh,0.922,-0.913,0.922,32,17,15,72,
2008,BRD-K08451418,trt_cp,0.922,-0.797,0.922,38,22,16,59,
2009,BCI-hydrochloride,trt_cp,0.922,0.732,0.922,13,10,3,25,Protein phosphatase inhibitor
2010,SERPINB6,trt_sh,0.922,0.611,0.922,13,9,4,24,
2011,levothyroxine,trt_cp,0.922,-0.719,0.922,25,14,11,46,Thyroid hormone stimulant
2012,nafamostat,trt_cp,0.922,-0.874,0.922,24,13,11,42,serine protease inhibitor
2013,broxuridine,trt_cp,0.922,-0.843,0.922,21,13,8,42,antimetabolite
2014,RABGGTA,trt_sh,0.922,-0.791,0.922,22,12,10,36,
2015,rosuvastatin,trt_cp,0.922,-0.697,0.922,36,20,16,65,HMGCR inhibitor
2016,letrozole,trt_cp,0.922,-0.892,0.922,36,18,18,72,Aromatase inhibitor
