,pert_iname,trt,quantile,quant_low,quant_high,n_sig,n_sig_pos,n_sig_neg,n_sig_initial,moa
1494,methazolamide,trt_cp,0.961,-0.822,0.961,22,12,10,57,Carbonic anhydrase inhibitor
1495,TL-HRAS-61,trt_cp,0.961,-0.715,0.961,67,41,26,162,
1496,CDA,trt_sh,0.961,0.683,0.961,17,13,4,33,
1497,MET,trt_sh,0.961,-0.808,0.961,125,67,58,296,
1498,sulbutiamine,trt_cp,0.961,-0.927,0.961,17,9,8,42,acetylcholine receptor antagonist
1499,TXNRD3,trt_sh,0.961,0.65,0.961,11,8,3,27,
1500,AURKAIP1,trt_sh,0.96,0.029,0.96,15,10,5,33,
1501,golvatinib,trt_cp,0.96,-0.298,0.96,17,11,6,42,VEGFR inhibitor
1502,dideoxyadenosine,trt_cp,0.96,0.184,0.96,21,14,7,42,nucleoside reverse transcriptase inhibitor
1503,PLA2G2C,trt_sh,0.96,-0.655,0.96,15,9,6,27,
1504,TM9SF3,trt_sh,0.96,0.643,0.96,15,11,4,43,
1505,laropiprant,trt_cp,0.96,0.658,0.96,17,12,5,42,prostanoid receptor antagonist
1506,PPP3CA,trt_sh,0.96,0.712,0.96,31,23,8,72,
1507,ARHGEF2,trt_sh,0.96,-0.792,0.96,26,15,11,72,
1508,DSE,trt_sh,0.96,-0.901,0.96,18,8,10,33,
1509,ZNF24,trt_sh,0.96,0.17,0.96,15,10,5,32,
1510,TBPL1,trt_sh,0.96,-0.609,0.96,16,10,6,39,
1511,AP4S1,trt_sh,0.96,0.72,0.96,17,12,5,33,
1512,fludarabine-phosphate,trt_cp,0.959,-0.877,0.959,20,10,10,42,ribonucleotide reductase inhibitor
1513,AZD-2014,trt_cp,0.959,-0.66,0.959,11,6,5,42,
1514,PTPRF,trt_sh,0.959,-0.392,0.959,29,19,10,75,
1515,triptorelin,trt_cp,0.959,0.108,0.959,21,14,7,42,gonadotropin releasing factor hormone receptor agonist
1516,BLMH,trt_sh,0.959,0.66,0.959,16,12,4,42,
1517,CD97,trt_sh,0.959,-0.69,0.959,16,9,7,36,
1518,GPR156,trt_sh,0.959,-0.385,0.959,11,7,4,27,
1519,ERF,trt_sh,0.959,-0.717,0.959,13,8,5,24,
1520,ammonium-glycyrrhizinate,trt_cp,0.959,0.835,0.959,24,19,5,42,thrombin inhibitor
1521,PKN1,trt_sh,0.959,-0.639,0.959,18,11,7,31,
1522,CB-10-277-(free-acid),trt_cp,0.959,-0.318,0.959,20,13,7,42,
1523,ketoconazole,trt_cp,0.959,-0.89,0.959,32,13,19,63,Sterol demethylase inhibitor
1524,FCHO1,trt_sh,0.958,-0.633,0.958,17,10,7,42,
1525,N-methylquipazine,trt_cp,0.958,-0.836,0.958,12,6,6,15,Serotonin receptor agonist
1526,COL4A2,trt_sh,0.958,-0.941,0.958,14,6,8,27,
1527,pyrazinoylguanidine,trt_cp,0.958,-0.253,0.958,17,11,6,42,diuretic
1528,PLA2G15,trt_sh,0.958,0.644,0.958,13,9,4,24,
1529,phenelzine,trt_cp,0.958,-0.812,0.958,10,5,5,27,Monoamine oxidase inhibitor
1530,FOXA1,trt_sh,0.958,0.753,0.958,11,9,2,27,
1531,PIK3CA,trt_sh,0.958,-0.412,0.958,56,37,19,114,
1532,MAPK9,trt_sh,0.958,-0.758,0.958,81,45,36,196,
1533,PSMG1,trt_sh,0.958,0.751,0.958,14,10,4,33,
1534,fluphenazine,trt_cp,0.958,-0.723,0.958,42,27,15,132,Dopamine receptor antagonist
1535,GBR-12783,trt_cp,0.958,-0.679,0.958,18,11,7,38,Dopamine uptake inhibitor
1536,PRSS23,trt_sh,0.958,-0.648,0.958,17,9,8,42,
1537,POLR2D,trt_sh,0.958,-0.851,0.958,15,8,7,30,
1538,avasimibe,trt_cp,0.958,-0.78,0.958,21,10,11,42,ACAT inhibitor
1539,HSD17B4,trt_sh,0.958,0.633,0.958,12,9,3,24,
1540,perindopril,trt_cp,0.958,-0.775,0.958,36,19,17,69,Angiotensin converting enzyme inhibitor
1541,EIF5A,trt_sh,0.958,0.678,0.958,15,11,4,27,
1542,enalapril,trt_cp,0.958,-0.826,0.958,54,28,26,129,Angiotensin converting enzyme inhibitor
1543,rolipram,trt_cp,0.957,-0.72,0.957,71,42,29,159,Phosphodiesterase inhibitor
1544,BMI1,trt_sh,0.957,-0.504,0.957,19,12,7,41,
1545,CXCR7,trt_sh,0.957,0.737,0.957,18,14,4,27,
1546,KCNQ1,trt_sh,0.957,-0.792,0.957,19,12,7,27,
1547,CRYZ,trt_sh,0.957,0.747,0.957,15,11,4,42,
1548,AMG-232,trt_cp,0.957,0.53,0.957,16,11,5,42,MDM inhibitor
1549,RS-16566,trt_cp,0.957,-0.235,0.957,11,7,4,19,Serotonin receptor antagonist
1550,PNRC1,trt_sh,0.957,0.571,0.957,10,7,3,27,
1551,elacridar,trt_cp,0.957,-0.853,0.957,19,10,9,42,P glycoprotein inhibitor
1552,IGBP1,trt_sh,0.957,-0.904,0.957,37,20,17,64,
1553,GRN,trt_sh,0.957,-0.732,0.957,22,13,9,42,
1554,enoxolone,trt_cp,0.957,-0.685,0.957,22,12,10,42,gap junction modulator
1555,TEK,trt_sh,0.957,-0.498,0.957,14,9,5,35,
1556,anamorelin,trt_cp,0.956,-0.858,0.956,23,10,13,42,growth hormone secretagogue receptor agonist
1557,RPTOR,trt_sh,0.956,-0.752,0.956,46,24,22,113,
1558,amoxapine,trt_cp,0.956,-0.764,0.956,33,17,16,76,Norepinephrine reputake inhibitor
1559,ketoprofen,trt_cp,0.956,-0.755,0.956,30,15,15,64,Cyclooxygenase inhibitor
1560,APBB2,trt_sh,0.956,0.154,0.956,21,14,7,43,
1561,PKCbeta-inhibitor,trt_cp,0.956,-0.643,0.956,24,15,9,59,PKC inhibitor
1562,EXOC3,trt_sh,0.956,-0.779,0.956,16,8,8,27,
1563,topiroxostat,trt_cp,0.956,-0.737,0.956,20,12,8,42,xanthine oxidase inhibitor
1564,CLIC4,trt_sh,0.956,0.082,0.956,12,8,4,39,
1565,lapatinib,trt_cp,0.956,-0.562,0.956,107,68,39,263,EGFR inhibitor|ErbB2 inhibitor
1566,tert-butylhydroquinone,trt_cp,0.956,-0.896,0.956,53,26,27,149,ATPase inhibitor|MAP kinase inhibitor
1567,AMBP,trt_sh,0.956,-0.816,0.956,14,7,7,24,
1568,mepyramine,trt_cp,0.956,-0.721,0.956,31,18,13,64,Histamine receptor antagonist
1569,resveratrol,trt_cp,0.956,-0.825,0.956,136,72,64,341,Cytochrome P450 inhibitor|SIRT activator
1570,tranylcypromine,trt_cp,0.955,-0.593,0.955,52,34,18,144,Monoamine oxidase inhibitor
1571,GTF3C2,trt_sh,0.955,0.684,0.955,11,9,2,27,
1572,ADC,trt_sh,0.955,-0.785,0.955,11,6,5,24,
1573,CCL24,trt_lig,0.955,0.774,0.955,10,8,2,19,
1574,favipiravir,trt_cp,0.955,-0.509,0.955,19,11,8,42,RNA polymerase inhibitor
1575,CNDP2,trt_sh,0.955,0.091,0.955,21,14,7,42,
1576,BRD-K39187410,trt_cp,0.955,0.584,0.955,11,9,2,19,Antiamyloidogenic agent
1577,maraviroc,trt_cp,0.955,-0.918,0.955,35,16,19,101,CC chemokine receptor antagonist
1578,EHHADH,trt_sh,0.955,-0.768,0.955,17,10,7,27,
1579,ULK3,trt_sh,0.955,0.699,0.955,11,8,3,36,
1580,CHMP4A,trt_sh,0.955,-0.75,0.955,15,8,7,33,
1581,avrainvillamide-analog-2,trt_cp,0.955,-0.845,0.955,23,9,14,44,Nucleophosmin inhibitor
1582,tolazoline,trt_cp,0.955,0.68,0.955,11,8,3,29,Adrenergic receptor antagonist
1583,SMYD3,trt_sh,0.955,-0.715,0.955,15,8,7,33,
1584,SR-57227A,trt_cp,0.955,-0.409,0.955,32,21,11,72,Serotonin receptor agonist
1585,ebselen,trt_cp,0.954,0.807,0.954,25,21,4,66,Cyclooxygenase inhibitor|Glutathione peroxidase agonist|H+/K+-ATPase inhibitor|Nitric oxide synthase inhibitor
1586,CAPN1,trt_sh,0.954,-0.748,0.954,38,19,19,75,
1587,KIAA0317,trt_sh,0.954,-0.614,0.954,18,11,7,42,
1588,ibuprofen,trt_cp,0.954,-0.226,0.954,26,17,9,68,Cyclooxygenase inhibitor
1589,danazol,trt_cp,0.953,-0.726,0.953,43,26,17,117,Estrogen receptor antagonist|Progesterone receptor agonist
1590,BTG3,trt_sh,0.953,0.639,0.953,16,12,4,33,
1591,efavirenz,trt_cp,0.953,-0.868,0.953,28,14,14,57,HIV protease inhibitor
1592,flunisolide,trt_cp,0.953,-0.925,0.953,23,14,9,54,Cytochrome P450 inhibitor
1593,ANXA7,trt_sh,0.953,-0.644,0.953,16,8,8,42,
1594,rimantadine,trt_cp,0.953,0.561,0.953,19,13,6,57,Antiviral|RNA synthesis inhibitor
1595,BRD-A95937159,trt_cp,0.953,-0.891,0.953,14,8,6,30,
1596,DNMT3A,trt_sh,0.953,0.726,0.953,14,12,2,30,
1597,cyclopentene,trt_cp,0.953,-0.705,0.953,40,25,15,96,
1598,NFATC2,trt_sh,0.953,0.683,0.953,12,9,3,27,
1599,protriptyline,trt_cp,0.953,-0.869,0.953,33,17,16,69,Tricyclic antidepressant
1600,FAIM,trt_sh,0.953,-0.763,0.953,19,12,7,42,
1601,AZI2,trt_sh,0.953,-0.778,0.953,15,7,8,24,
1602,LDHA,trt_sh,0.953,-0.782,0.953,60,30,30,129,
1603,PF-543,trt_cp,0.953,-0.938,0.953,22,11,11,48,Sphingosine kinase inhibitor
1604,molindone,trt_cp,0.952,-0.933,0.952,35,16,19,72,Dopamine receptor antagonist
1605,PTB1,trt_cp,0.952,-0.695,0.952,33,20,13,59,AMPK activator
1606,GRHPR,trt_sh,0.952,-0.705,0.952,37,20,17,69,
1607,RASSF5,trt_sh,0.952,-0.808,0.952,13,8,5,27,
1608,BRD-K98948170,trt_cp,0.952,-0.767,0.952,85,47,38,197,Kelch-like ECH-associated protein ligand
1609,TCTA,trt_sh,0.952,-0.851,0.952,17,8,9,42,
1610,CGP-12177,trt_cp,0.952,-0.81,0.952,24,15,9,61,Adrenergic receptor agonist
1611,progesterone,trt_cp,0.952,-0.876,0.952,36,18,18,97,Progesterone receptor agonist
1612,doxofylline,trt_cp,0.952,0.693,0.952,21,16,5,46,Adenosine receptor antagonist
1613,CD58,trt_sh,0.952,0.132,0.952,24,16,8,78,
1614,NTAN1,trt_sh,0.952,-0.823,0.952,14,8,6,33,
1615,ZNF74,trt_sh,0.952,-0.252,0.952,14,9,5,27,
1616,tacedinaline,trt_cp,0.952,-0.686,0.952,46,27,19,187,HDAC inhibitor
1617,JQ1-(-),trt_cp,0.952,-0.915,0.952,40,21,19,114,
1618,WZ-7043,trt_cp,0.952,-0.655,0.952,68,42,26,198,CSF1R inhibitor
1619,moxonidine,trt_cp,0.951,-0.624,0.951,33,19,14,76,Imidazoline receptor agonist
1620,LGALS8,trt_sh,0.951,-0.719,0.951,18,10,8,42,
1621,NGRN,trt_sh,0.951,-0.818,0.951,19,10,9,39,
1622,IFIT5,trt_sh,0.951,-0.779,0.951,16,9,7,42,
1623,selegiline,trt_cp,0.95,-0.6,0.95,24,15,9,68,Monoamine oxidase inhibitor
1624,E2F8,trt_sh,0.95,-0.377,0.95,11,7,4,24,
1625,NUP62,trt_sh,0.95,-0.622,0.95,16,10,6,41,
1626,TGFBR1,trt_sh,0.95,-0.874,0.95,23,11,12,51,
1627,fluocinolone,trt_cp,0.95,-0.247,0.95,14,9,5,30,Glucocorticoid receptor agonist
1628,SAR1B,trt_sh,0.95,-0.739,0.95,15,7,8,27,
1629,BRD-K77432048,trt_cp,0.95,-0.371,0.95,44,29,15,102,
1630,EFNB2,trt_sh,0.95,0.546,0.95,13,9,4,24,
1631,SB-225002,trt_cp,0.95,-0.938,0.95,32,14,18,86,CC chemokine receptor antagonist
1632,SU-11274,trt_cp,0.95,-0.865,0.95,74,38,36,180,Hepatocyte growth factor receptor inhibitor|Tyrosine kinase inhibitor
1633,POLG,trt_sh,0.95,-0.676,0.95,10,6,4,27,
1634,gabexate,trt_cp,0.95,-0.873,0.95,18,10,8,34,Serine protease inhibitor
1635,OAT,trt_sh,0.95,0.512,0.95,15,11,4,30,
1636,CG-930,trt_cp,0.95,-0.81,0.95,75,41,34,180,JNK inhibitor
1637,MC1568,trt_cp,0.95,-0.776,0.95,41,22,19,114,HDAC inhibitor
1638,nadolol,trt_cp,0.949,-0.862,0.949,20,10,10,57,Adrenergic receptor antagonist
1639,FGF7,trt_lig,0.949,-0.763,0.949,12,7,5,19,
1640,sitagliptin,trt_cp,0.949,-0.787,0.949,25,14,11,59,Dipeptidyl peptidase inhibitor
1641,MSRB2,trt_sh,0.949,-0.927,0.949,13,5,8,33,
1642,CDKN2B,trt_sh,0.949,0.624,0.949,10,7,3,24,
1643,choline-alfoscerate,trt_cp,0.949,0.73,0.949,13,10,3,42,acetylcholine precursor
1644,brinzolamide,trt_cp,0.949,-0.569,0.949,15,9,6,22,Carbonic anhydrase inhibitor
1645,trimetazidine,trt_cp,0.948,-0.872,0.948,25,12,13,46,3-ketoacyl CoA thiolase inhibitor
1646,HDAC1-selective,trt_cp,0.948,-0.558,0.948,38,24,14,118,HDAC inhibitor
1647,rocuronium,trt_cp,0.948,0.113,0.948,24,16,8,42,acetylcholine receptor antagonist
1648,eicosatrienoic-acid,trt_cp,0.948,-0.835,0.948,10,5,5,19,Vasodilator
1649,PXMP2,trt_sh,0.948,-0.709,0.948,20,11,9,42,
1650,JNJ-38877605,trt_cp,0.948,-0.876,0.948,87,45,42,215,Tyrosine kinase inhibitor
1651,SS18L1,trt_sh,0.948,-0.838,0.948,19,9,10,30,
1652,IGF1R,trt_sh,0.948,-0.776,0.948,110,66,44,253,
1653,GPR65,trt_sh,0.947,-0.572,0.947,16,10,6,38,
1654,TCF12,trt_sh,0.947,-0.777,0.947,20,10,10,33,
1655,USP15,trt_sh,0.947,-0.931,0.947,15,8,7,27,
1656,clonidine,trt_cp,0.947,-0.882,0.947,55,33,22,141,Adrenergic receptor agonist
1657,LY-2811376,trt_cp,0.947,0.729,0.947,27,21,6,42,
1658,LY-165163,trt_cp,0.947,-0.687,0.947,11,5,6,25,Serotonin receptor antagonist
1659,STAT3-inhibitor-VI,trt_cp,0.946,-0.58,0.946,30,18,12,59,STAT inhibitor
1660,D-serine,trt_cp,0.946,-0.231,0.946,17,11,6,42,glutamate receptor agonist
1661,RDBP,trt_sh,0.946,-0.686,0.946,12,7,5,33,
1662,flumazenil,trt_cp,0.946,-0.348,0.946,29,19,10,72,Benzodiazepine receptor antagonist
1663,AZGP1,trt_sh,0.946,0.115,0.946,12,8,4,27,
1664,sofalcone,trt_cp,0.946,0.59,0.946,13,9,4,38,mucus protecting agent
1665,Z160,trt_cp,0.946,-0.807,0.946,22,10,12,42,N-type calcium channel blocker
1666,EPRS,trt_sh,0.946,-0.567,0.946,40,26,14,72,
1667,CIAPIN1,trt_sh,0.946,-0.651,0.946,19,11,8,39,
1668,RPS6KA1,trt_sh,0.946,-0.778,0.946,86,47,39,172,
1669,CSNK2A1,trt_sh,0.946,-0.854,0.946,16,10,6,43,
1670,arbutin,trt_cp,0.946,-0.823,0.946,19,10,9,46,Melanin inhibitor
1671,STAM,trt_sh,0.945,-0.853,0.945,12,7,5,33,
1672,KIAA1279,trt_sh,0.945,-0.778,0.945,16,9,7,42,
1673,RAB4A,trt_sh,0.945,-0.684,0.945,19,11,8,42,
1674,levalbuterol,trt_cp,0.945,0.698,0.945,14,11,3,46,Adrenergic receptor agonist
1675,NEK2,trt_sh,0.945,-0.512,0.945,13,8,5,37,
1676,l-buthionine-sulfoximine,trt_cp,0.945,-0.744,0.945,22,14,8,54,Gamma-glutamylcysteine synthetase inhibitor
1677,PAH,trt_sh,0.945,-0.203,0.945,17,11,6,27,
1678,CGK-733,trt_cp,0.945,-0.692,0.945,54,35,19,145,ATM kinase inhibitor|ATR kinase inhibitor
1679,TSC1,trt_sh,0.945,-0.529,0.945,52,34,18,91,
1680,armodafinil,trt_cp,0.945,-0.55,0.945,16,10,6,42,
1681,ARF6,trt_sh,0.945,-0.867,0.945,12,6,6,27,
1682,quinisocaine,trt_cp,0.945,-0.696,0.945,12,7,5,23,Local anesthetic
1683,NDRG1,trt_sh,0.945,-0.698,0.945,19,11,8,33,
1684,ERBB2,trt_sh,0.944,-0.725,0.944,48,26,22,115,
1685,GLI1,trt_sh,0.944,-0.706,0.944,15,8,7,35,
1686,CREB3L2,trt_sh,0.944,-0.604,0.944,37,23,14,72,
1687,FASTKD5,trt_sh,0.944,-0.369,0.944,29,19,10,47,
1688,PLXNA1,trt_sh,0.944,-0.86,0.944,48,26,22,97,
1689,ABHD6,trt_sh,0.944,-0.711,0.944,21,12,9,42,
1690,SHB,trt_sh,0.944,-0.607,0.944,21,12,9,39,
1691,FER,trt_sh,0.944,-0.23,0.944,14,9,5,36,
1692,paracetamol,trt_cp,0.944,-0.849,0.944,20,10,10,46,Cyclooxygenase inhibitor
1693,IFNA,trt_lig,0.944,-0.679,0.944,34,21,13,88,
1694,MLH1,trt_sh,0.943,-0.863,0.943,34,16,18,86,
1695,SOCS5,trt_sh,0.943,-0.453,0.943,14,9,5,27,
1696,BRD-A20488704,trt_cp,0.943,0.852,0.943,10,8,2,17,
1697,tesaglitazar,trt_cp,0.943,-0.733,0.943,15,8,7,42,"insulin sensitizer, PPAR receptor agonist"
1698,ANO1,trt_sh,0.943,-0.24,0.943,11,7,4,27,
1699,tanaproget,trt_cp,0.943,-0.835,0.943,27,16,11,42,progesterone receptor agonist
1700,SYK,trt_sh,0.943,-0.786,0.943,32,18,14,76,
1701,HG-14-10-04,trt_cp,0.943,-0.938,0.943,41,21,20,128,
1702,NFE2L1,trt_sh,0.943,0.632,0.943,14,10,4,27,
1703,SDZ-NKT-343,trt_cp,0.943,-0.819,0.943,27,16,11,61,Tachykinin antagonist
1704,WDR6,trt_sh,0.942,-0.667,0.942,16,9,7,33,
1705,LACZ,ctl_vector,0.942,0.141,0.942,12,8,4,33,
1706,BRD-K67774729,trt_cp,0.942,-0.785,0.942,22,11,11,64,
1707,goserelin-acetate,trt_cp,0.942,0.737,0.942,17,14,3,42,gonadotropin releasing factor hormone receptor agonist
1708,levocabastine,trt_cp,0.942,-0.609,0.942,26,16,10,65,Histamine receptor antagonist
1709,RRAGA,trt_sh,0.942,-0.733,0.942,13,7,6,41,
1710,gemfibrozil,trt_cp,0.942,-0.715,0.942,35,19,16,77,Lipoprotein lipase activator
1711,MSH6,trt_sh,0.942,-0.753,0.942,34,22,12,72,
1712,IRF2,trt_sh,0.942,-0.316,0.942,14,9,5,27,
1713,dydrogesterone,trt_cp,0.942,-0.767,0.942,13,8,5,23,Progesterone receptor agonist
1714,MIXL1,trt_sh,0.942,-0.676,0.942,13,8,5,24,
1715,SIRPG,trt_sh,0.942,-0.886,0.942,14,8,6,30,
1716,PCA-4248,trt_cp,0.942,-0.675,0.942,22,13,9,61,Platelet activating factor receptor antagonist
1717,LCL-161,trt_cp,0.942,-0.642,0.942,23,14,9,42,XIAP inhibitor
1718,PIK-93,trt_cp,0.942,0.59,0.942,53,38,15,114,PI3K inhibitor
1719,voglibose,trt_cp,0.942,0.558,0.942,19,13,6,42,glucosidase inhibitor
1720,eptifibatide,trt_cp,0.942,-0.74,0.942,20,11,9,42,platelet aggregation inhibitor
1721,verapamil,trt_cp,0.942,-0.756,0.942,55,33,22,140,Calcium channel blocker
1722,avicin-d,trt_cp,0.941,-0.918,0.941,36,19,17,98,NFkB pathway inhibitor
1723,mexiletine,trt_cp,0.941,-0.747,0.941,13,7,6,34,Sodium channel blocker
1724,XMD11-85H,trt_cp,0.941,-0.738,0.941,57,30,27,135,
1725,DGKA,trt_sh,0.941,0.568,0.941,10,7,3,32,
1726,ATP1A1,trt_sh,0.941,-0.724,0.941,15,9,6,33,
1727,CES1,trt_sh,0.941,-0.187,0.941,11,7,4,27,
1728,EPB41L2,trt_sh,0.941,-0.816,0.941,14,8,6,39,
1729,ZK-164015,trt_cp,0.941,-0.809,0.941,10,5,5,19,Estrogen receptor antagonist
1730,esmolol,trt_cp,0.941,0.607,0.941,25,17,8,57,Adrenergic receptor antagonist
1731,LY-2603618,trt_cp,0.941,-0.777,0.941,34,20,14,114,
1732,BRD-K41790758,trt_cp,0.94,-0.932,0.94,11,6,5,28,
1733,ARFRP1,trt_sh,0.94,-0.651,0.94,11,6,5,27,
1734,LPAR2,trt_sh,0.94,-0.704,0.94,17,10,7,33,
1735,HCFC1,trt_sh,0.94,0.681,0.94,10,8,2,27,
1736,MBNL2,trt_sh,0.94,-0.853,0.94,15,7,8,39,
1737,garcinol,trt_cp,0.94,-0.647,0.94,44,25,19,119,Histone N-acetyltransferase inhibitor
1738,IFNGR2,trt_sh,0.94,-0.813,0.94,13,7,6,27,
1739,tazarotene,trt_cp,0.94,0.723,0.94,16,12,4,42,retinoid receptor agonist
1740,telotristat,trt_cp,0.94,-0.699,0.94,18,11,7,42,tryptophan hydroxylase inhibitor
1741,MYCL1,trt_sh,0.94,-0.672,0.94,12,6,6,33,
1742,talmapimod,trt_cp,0.94,0.75,0.94,16,12,4,42,p38 MAPK inhibitor
1743,PCI-34051,trt_cp,0.94,-0.84,0.94,50,25,25,131,HDAC inhibitor
1744,PHKA1,trt_sh,0.94,-0.891,0.94,29,13,16,82,
1745,ZSWIM2,trt_sh,0.94,0.671,0.94,12,9,3,27,
1746,AFG3L2,trt_sh,0.94,-0.684,0.94,19,11,8,36,
1747,clonazepam,trt_cp,0.939,-0.511,0.939,22,14,8,42,
1748,VRK2,trt_sh,0.939,-0.629,0.939,21,13,8,42,
1749,ZNF174,trt_sh,0.939,0.835,0.939,11,8,3,24,
1750,SUPT5H,trt_sh,0.939,-0.821,0.939,11,6,5,27,
1751,reichstein,trt_cp,0.939,0.566,0.939,10,7,3,13,Androgen receptor antagonist
1752,ABT-724,trt_cp,0.939,-0.804,0.939,22,12,10,42,dopamine receptor agonist
1753,ACY-1215,trt_cp,0.938,-0.77,0.938,55,32,23,156,HDAC inhibitor
1754,PWP1,trt_sh,0.938,0.667,0.938,17,12,5,42,
1755,UNG,trt_sh,0.938,-0.457,0.938,14,9,5,27,
1756,CRELD2,trt_sh,0.938,0.584,0.938,14,10,4,33,
1757,MST1R,trt_sh,0.938,-0.699,0.938,72,39,33,141,
1758,fenbendazole,trt_cp,0.938,-0.825,0.938,13,6,7,30,Tubulin inhibitor
1759,BRD-K23582869,trt_cp,0.938,0.151,0.938,15,10,5,44,
1760,ARRB1,trt_sh,0.938,-0.906,0.938,12,7,5,27,
1761,RPS6KA3,trt_sh,0.937,-0.868,0.937,51,29,22,128,
1762,IGF2,trt_lig,0.937,-0.686,0.937,42,22,20,107,
1763,C12ORF51,trt_sh,0.937,-0.663,0.937,39,23,16,72,
1764,perampanel,trt_cp,0.937,-0.913,0.937,21,12,9,40,
1765,WZ-4-145,trt_cp,0.937,-0.741,0.937,93,53,40,203,EGFR inhibitor
1766,imexon,trt_cp,0.937,0.045,0.937,15,10,5,42,"apoptosis stimulant, ribonucleotide reductase inhibitor"
1767,sulbactam,trt_cp,0.937,-0.881,0.937,25,14,11,46,Beta lactamase inhibitor
1768,CHEMBL-374350,trt_cp,0.937,-0.906,0.937,29,16,13,72,NFkB pathway inhibitor
1769,BAMBI,trt_sh,0.937,0.49,0.937,25,17,8,52,
1770,RBL2,trt_sh,0.937,-0.772,0.937,11,5,6,27,
1771,navitoclax,trt_cp,0.936,-0.805,0.936,45,28,17,101,BCL inhibitor
1772,CLTA,trt_sh,0.936,-0.281,0.936,17,11,6,27,
1773,RTN2,trt_sh,0.936,-0.743,0.936,22,13,9,39,
1774,CDK6,trt_sh,0.936,-0.832,0.936,86,46,40,185,
1775,bropirimine,trt_cp,0.936,-0.881,0.936,16,7,9,41,interferon inducer
1776,TPD52L3,trt_sh,0.936,-0.641,0.936,21,13,8,36,
1777,tosedostat,trt_cp,0.936,-0.761,0.936,43,25,18,109,Peptidase inhibitor
1778,CAY-10618,trt_cp,0.936,-0.886,0.936,22,12,10,59,NAMPT inhibitor
1779,MAN2A2,trt_sh,0.936,-0.81,0.936,27,14,13,42,
1780,triamcinolone-acetonide,trt_cp,0.936,-0.66,0.936,22,12,10,57,Immunosuppressant|Corticosteroid agonist|Glucocorticoid receptor agonist
1781,PF-03084014,trt_cp,0.936,-0.769,0.936,12,7,5,42,gamma secretase inhibitor
1782,kinetin-riboside,trt_cp,0.936,-0.818,0.936,25,15,10,71,Apoptosis stimulant
1783,CSF1,trt_lig,0.936,-0.645,0.936,11,6,5,19,
1784,VCAN,trt_sh,0.936,0.742,0.936,14,10,4,27,
1785,IPMK,trt_sh,0.936,0.686,0.936,14,11,3,37,
1786,FK-866,trt_cp,0.935,-0.771,0.935,45,22,23,113,Niacinamide phosphoribosyltransferase inhibitor
1787,CDH1,trt_sh,0.935,0.647,0.935,12,9,3,33,
1788,semaxanib,trt_cp,0.935,-0.856,0.935,25,14,11,61,VEGFR inhibitor
1789,DAP,trt_sh,0.935,-0.83,0.935,18,9,9,33,
1790,XBP1,trt_sh,0.935,-0.875,0.935,45,25,20,79,
1791,L-citrulline,trt_cp,0.935,-0.767,0.935,23,13,10,42,nitric oxide stimulant
1792,clofazimine,trt_cp,0.935,0.684,0.935,13,11,2,56,GK0582 inhibitor
1793,BRD-A89333723,trt_cp,0.935,-0.752,0.935,12,6,6,17,
1794,Gossypetin,trt_cp,0.935,0.654,0.935,14,10,4,54,DNA methyltransferase inhibitor
1795,PIK3C2B,trt_sh,0.934,-0.877,0.934,48,25,23,80,
1796,BRD-K19826688,trt_cp,0.934,-0.893,0.934,50,26,24,110,
1797,irsogladine,trt_cp,0.934,-0.919,0.934,27,14,13,76,Phosphodiesterase inhibitor
1798,HERC6,trt_sh,0.934,-0.847,0.934,16,9,7,42,
1799,pimobendan,trt_cp,0.934,-0.772,0.934,20,12,8,42,"calcium sensitizer, phosphodiesterase inhibitor"
1800,PS-178990,trt_cp,0.933,0.302,0.933,15,10,5,42,
1801,TG-100801,trt_cp,0.933,0.696,0.933,18,13,5,42,"SRC inhibitor, VEGFR inhibitor"
1802,guggulsterone,trt_cp,0.933,-0.914,0.933,19,10,9,37,Estrogen receptor agonist|FXR antagonist|Progesterone receptor agonist|Cholesterol inhibitor|IKK inhibitor|Pregnane X receptor agonist
1803,diflunisal,trt_cp,0.933,-0.805,0.933,39,21,18,79,Prostanoid receptor antagonist
1804,SIN3A,trt_sh,0.933,-0.734,0.933,11,5,6,24,
1805,IAA-94,trt_cp,0.932,0.862,0.932,11,9,2,19,Chloride channel blocker
1806,PFI-1,trt_cp,0.932,-0.592,0.932,34,22,12,114,bromodomain inhibitor
1807,CAMK2D,trt_sh,0.932,-0.902,0.932,20,8,12,47,
1808,flumetasone,trt_cp,0.932,-0.827,0.932,10,5,5,38,Glucocorticoid receptor agonist
1809,rucinol,trt_cp,0.932,-0.631,0.932,15,9,6,42,tyrosinase inhibitor
1810,candesartan,trt_cp,0.932,-0.525,0.932,22,14,8,46,Angiotensin receptor antagonist
1811,barasertib,trt_cp,0.932,-0.882,0.932,19,11,8,42,Aurora kinase inhibitor
1812,HUS1,trt_sh,0.932,0.274,0.932,12,8,4,33,
1813,pentamidine,trt_cp,0.932,-0.646,0.932,28,17,11,58,Anti-pneumocystis agent
1814,mestranol,trt_cp,0.932,-0.828,0.932,46,26,20,95,Estrogen receptor agonist
1815,ID1,trt_sh,0.932,-0.769,0.932,16,8,8,33,
1816,IRS2,trt_sh,0.932,-0.915,0.932,14,6,8,30,
1817,GSK-2636771,trt_cp,0.932,-0.739,0.932,21,13,8,42,
