,pert_iname,trt,quantile,quant_low,quant_high,n_sig,n_sig_pos,n_sig_neg,n_sig_initial,moa
2310,adoprazine,trt_cp,0.936,-0.769,0.936,26,14,12,42,"dopamine receptor antagonist, serotonin receptor agonist"
2311,ASCC3,trt_sh,0.936,0.558,0.936,43,31,12,72,
2312,SERPINA5,trt_sh,0.936,-0.897,0.936,15,6,9,27,
2313,TGFB1,trt_sh,0.936,0.426,0.936,25,17,8,41,
2314,SHC4,trt_sh,0.936,-0.758,0.936,16,9,7,24,
2315,IGFBP6,trt_sh,0.936,0.809,0.936,20,17,3,27,
2316,WFS1,trt_sh.cgs,0.935,-0.527,0.935,12,7,5,15,
2317,NAGA,trt_sh,0.935,-0.625,0.935,15,7,8,27,
2318,BRD-A68274214,trt_cp,0.935,-0.835,0.935,13,6,7,17,
2319,ruxolitinib,trt_cp,0.935,-0.707,0.935,113,65,48,213,JAK inhibitor
2320,pyrimethamine,trt_cp,0.935,-0.707,0.935,40,22,18,75,Dihydrofolate reductase inhibitor
2321,IGF2,trt_lig,0.935,-0.718,0.935,52,28,24,107,
2322,EIF6,trt_sh,0.935,0.08,0.935,18,12,6,27,
2323,AURKAIP1,trt_sh,0.935,0.006,0.935,18,12,6,33,
2324,acitretin,trt_cp,0.935,-0.783,0.935,18,10,8,28,Retinoid receptor agonist
2325,lenalidomide,trt_cp,0.935,-0.877,0.935,62,33,29,124,Anticancer agent
2326,LIG1,trt_sh,0.934,-0.455,0.934,15,9,6,39,
2327,LGALS8,trt_sh,0.934,0.69,0.934,23,17,6,42,
2328,nefiracetam,trt_cp,0.934,-0.807,0.934,22,12,10,42,"acetylcholine receptor agonist, benzodiazepine receptor agonist"
2329,NFIB,trt_sh,0.934,-0.627,0.934,15,8,7,27,
2330,SAR1B,trt_sh,0.934,0.498,0.934,16,11,5,27,
2331,ID4,trt_sh,0.934,-0.913,0.934,56,25,31,79,
2332,BRD-K21387011,trt_cp,0.933,-0.612,0.933,13,7,6,25,
2333,EML3,trt_sh,0.933,-0.646,0.933,27,16,11,42,
2334,SNAI2,trt_sh,0.933,-0.752,0.933,24,13,11,35,
2335,17-hydroxyprogesterone-caproate,trt_cp,0.933,-0.686,0.933,22,11,11,55,Progesterone receptor agonist
2336,IL18RAP,trt_sh,0.933,-0.717,0.933,27,16,11,38,
2337,EHF,trt_sh,0.933,-0.814,0.933,17,10,7,27,
2338,DAC-013,trt_cp,0.933,-0.7,0.933,11,6,5,20,HDAC activator
2339,SEC24B,trt_sh,0.933,0.518,0.933,22,15,7,36,
2340,carbenoxolone,trt_cp,0.933,-0.869,0.933,50,24,26,84,11-beta-HSD1 inhibitor
2341,dehydroisoandosterone,trt_cp,0.933,-0.747,0.933,13,7,6,23,GABA receptor modulator
2342,GR-144053,trt_cp,0.933,-0.378,0.933,11,7,4,19,Integrin antagonist
2343,tetradecylthioacetic-acid,trt_cp,0.933,-0.729,0.933,37,22,15,65,Lipid peroxidase inhibitor
2344,tolazamide,trt_cp,0.932,-0.735,0.932,81,47,34,149,ATP channel blocker
2345,pemirolast,trt_cp,0.932,-0.686,0.932,20,10,10,42,mediator release inhibitor
2346,BRD-K19876534,trt_cp,0.932,0.091,0.932,42,28,14,61,
2347,BRD-A13346522,trt_cp,0.932,-0.88,0.932,18,8,10,31,
2348,phentolamine,trt_cp,0.932,-0.553,0.932,37,24,13,75,Adrenergic receptor antagonist
2349,RAD51C,trt_sh,0.932,-0.924,0.932,18,8,10,33,
2350,esculin,trt_cp,0.932,-0.663,0.932,35,19,16,61,Antioxidant
2351,EP300,trt_sh,0.932,-0.732,0.932,69,42,27,124,
2352,IDH2,trt_sh,0.932,0.125,0.932,18,12,6,27,
2353,BRD-K47764688,trt_cp,0.932,-0.661,0.932,13,8,5,17,
2354,FGFR4,trt_sh,0.932,0.558,0.932,11,8,3,25,
2355,IOX2,trt_cp,0.931,-0.73,0.931,49,28,21,114,hypoxia inducible factor inhibitor
2356,denbufylline,trt_cp,0.931,-0.82,0.931,12,6,6,19,Phosphodiesterase inhibitor
2357,SPEN,trt_sh,0.931,0.589,0.931,26,19,7,69,
2358,delivert,trt_cp,0.931,-0.673,0.931,23,13,10,42,angiotensin receptor agonist
2359,PPM1L,trt_sh,0.931,0.696,0.931,13,11,2,24,
2360,coumarin,trt_cp,0.931,-0.93,0.931,13,7,6,23,Vitamin K antagonist
2361,benzthiazide,trt_cp,0.931,-0.755,0.931,39,22,17,69,Carbonic anhydrase inhibitor
2362,vismodegib,trt_cp,0.931,-0.88,0.931,22,10,12,42,"hedgehog pathway inhibitor, smoothened receptor antagonist"
2363,CACNA1C,trt_sh,0.931,-0.292,0.931,23,15,8,39,
2364,GRPR,trt_sh,0.931,0.114,0.931,15,10,5,24,
2365,SIK1,trt_sh,0.93,-0.767,0.93,48,28,20,85,
2366,AGAATTG,trt_sh.css,0.93,0.784,0.93,11,10,1,13,
2367,FAAH,trt_sh,0.93,-0.693,0.93,14,7,7,27,
2368,BRD-K63513868,trt_cp,0.93,-0.732,0.93,13,7,6,28,
2369,BRD-K59036917,trt_cp,0.93,-0.811,0.93,49,24,25,72,
2370,CELSR3,trt_sh,0.93,0.727,0.93,15,14,1,24,
2371,AZD-3514,trt_cp,0.93,-0.704,0.93,21,12,9,42,
2372,ITGB3,trt_sh,0.93,0.379,0.93,19,13,6,27,
2373,milacemide,trt_cp,0.93,0.107,0.93,21,14,7,42,monoamine oxidase inhibitor
2374,SORD,trt_sh,0.93,0.681,0.93,13,10,3,24,
2375,artesunate,trt_cp,0.93,-0.737,0.93,83,47,36,147,DNA synthesis inhibitor
2376,HSP90AA1,trt_sh,0.93,-0.867,0.93,45,24,21,69,
2377,veliparib,trt_cp,0.929,-0.929,0.929,214,104,110,413,PARP inhibitor
2378,PNLDC1,trt_sh,0.929,-0.7,0.929,14,7,7,27,
2379,HDAC8,trt_sh,0.929,-0.348,0.929,20,13,7,39,
2380,sulbactam,trt_cp,0.929,-0.226,0.929,23,15,8,46,Beta lactamase inhibitor
2381,ciprofloxacin,trt_cp,0.929,-0.728,0.929,23,13,10,45,Bacterial DNA gyrase inhibitor
2382,l-buthionine-sulfoximine,trt_cp,0.929,-0.857,0.929,22,9,13,54,Gamma-glutamylcysteine synthetase inhibitor
2383,moxifloxacin,trt_cp,0.929,-0.864,0.929,39,20,19,75,Bacterial DNA gyrase inhibitor
2384,TIAM1,trt_sh,0.929,-0.834,0.929,26,11,15,36,
2385,MTTP,trt_sh,0.929,0.004,0.929,12,8,4,27,
2386,ITGA3,trt_sh,0.929,-0.249,0.929,14,9,5,27,
2387,ZNF707,trt_sh,0.929,-0.679,0.929,18,10,8,27,
2388,BLMH,trt_sh,0.929,-0.8,0.929,26,14,12,42,
2389,TNKS2,trt_sh,0.929,-0.785,0.929,20,11,9,33,
2390,AT7867,trt_cp,0.929,-0.775,0.929,103,59,44,180,
2391,iobenguane,trt_cp,0.929,-0.883,0.929,13,8,5,23,Antineoplastic agent
2392,PCDH15,trt_sh,0.929,0.478,0.929,16,11,5,24,
2393,avrainvillamide-analog-3,trt_cp,0.928,-0.516,0.928,31,20,11,48,Nucleophosmin inhibitor
2394,dorzolamide,trt_cp,0.928,0.027,0.928,30,20,10,46,Carbonic anhydrase inhibitor
2395,SNX13,trt_sh,0.928,-0.535,0.928,19,12,7,33,
2396,FBXL20,trt_sh,0.928,-0.807,0.928,16,9,7,33,
2397,miglitol,trt_cp,0.928,-0.82,0.928,31,18,13,57,Glucosidase inhibitor
2398,azasetron,trt_cp,0.928,0.122,0.928,18,12,6,30,Serotonin receptor antagonist
2399,RRM2,trt_sh,0.928,-0.261,0.928,11,7,4,27,
2400,DU-728,trt_cp,0.928,-0.806,0.928,21,12,9,42,structural glycoprotein antagonist
2401,simvastatin,trt_cp,0.928,-0.845,0.928,86,40,46,161,HMGCR inhibitor
2402,RPS6KL1,trt_sh,0.928,-0.663,0.928,29,16,13,51,
2403,nevirapine,trt_cp,0.927,-0.674,0.927,26,13,13,64,Reverse transcriptase inhibitor
2404,dimesna,trt_cp,0.927,-0.723,0.927,18,11,7,42,tubulin polymerization inhibitor
2405,cytochalasin-b,trt_cp,0.927,-0.804,0.927,59,32,27,101,Microtubule inhibitor
2406,RASGRP4,trt_sh,0.927,0.677,0.927,18,14,4,27,
2407,SERPINA6,trt_sh,0.927,0.649,0.927,14,10,4,24,
2408,ALDH3A1,trt_sh,0.927,0.714,0.927,13,10,3,27,
2409,tert-butylhydroquinone,trt_cp,0.927,-0.751,0.927,80,43,37,149,ATPase inhibitor|MAP kinase inhibitor
2410,PRKCQ,trt_sh,0.927,-0.722,0.927,18,10,8,34,
2411,BRD-K08293924,trt_cp,0.927,-0.718,0.927,11,6,5,14,
2412,BRD-K90090262,trt_cp,0.927,-0.824,0.927,12,7,5,17,
2413,NGFR,trt_sh,0.926,-0.426,0.926,23,15,8,33,
2414,BRD-K16180117,trt_cp,0.926,-0.654,0.926,14,8,6,17,
2415,etanidazole,trt_cp,0.926,-0.6,0.926,52,29,23,100,Bacterial cell wall synthesis inhibitor
2416,LASP1,trt_sh,0.926,-0.684,0.926,39,22,17,66,
2417,LHX2,trt_sh,0.926,-0.799,0.926,13,5,8,27,
2418,ZBTB41,trt_sh,0.926,-0.872,0.926,69,32,37,112,
2419,BRD-K61053657,trt_cp,0.926,-0.62,0.926,34,21,13,71,
2420,MECP2,trt_sh,0.926,-0.301,0.926,11,7,4,26,
2421,TRIB3,trt_sh,0.926,-0.834,0.926,46,22,24,76,
2422,ambroxol,trt_cp,0.926,-0.859,0.926,44,21,23,68,Sodium channel blocker
2423,PHKG2,trt_sh.cgs,0.925,-0.826,0.925,10,5,5,13,
2424,P2RY8,trt_sh,0.925,-0.756,0.925,25,16,9,36,
2425,clobenpropit,trt_cp,0.925,-0.594,0.925,12,7,5,30,Histamine receptor antagonist
2426,tomelukast,trt_cp,0.925,-0.766,0.925,42,25,17,74,Leukotriene receptor antagonist
2427,KU-55933,trt_cp,0.925,-0.789,0.925,116,59,57,213,ATM kinase inhibitor
2428,chlormezanone,trt_cp,0.925,-0.68,0.925,30,19,11,45,GABA receptor modulator
2429,IL2RA,trt_sh,0.925,-0.633,0.925,16,8,8,27,
2430,S100P,trt_sh,0.924,-0.61,0.924,13,7,6,27,
2431,POLR1E,trt_sh,0.924,-0.903,0.924,11,6,5,27,
2432,bis-tyrphostin,trt_cp,0.924,-0.726,0.924,12,7,5,19,EGFR inhibitor
2433,MRS-1754,trt_cp,0.924,-0.825,0.924,12,7,5,19,Adenosine receptor antagonist
2434,ARHGDIB,trt_sh,0.924,0.55,0.924,18,13,5,27,
2435,BAG6,trt_sh,0.924,-0.848,0.924,37,16,21,60,
2436,BRD-K61463582,trt_cp,0.924,0.698,0.924,12,10,2,24,Aryl hydrocarbon receptor agonist
2437,cerulenin,trt_cp,0.924,-0.799,0.924,36,20,16,73,Fatty acid synthase inhibitor
2438,CNNM2,trt_sh,0.924,0.764,0.924,14,11,3,27,
2439,TNFRSF10A,trt_sh,0.924,-0.336,0.924,17,11,6,27,
2440,garcinol,trt_cp,0.924,-0.752,0.924,56,31,25,119,Histone N-acetyltransferase inhibitor
2441,GHR,trt_sh,0.924,-0.845,0.924,21,11,10,33,
2442,BG-STK33-55,trt_cp,0.924,-0.471,0.924,16,10,6,32,Serine/threonine kinase inhibitor
2443,dalcetrapib,trt_cp,0.924,-0.902,0.924,37,19,18,58,Cholesterylester transfer protein inhibitor
2444,STX4,trt_sh,0.924,-0.585,0.924,29,18,11,42,
2445,SDZ-NKT-343,trt_cp,0.924,-0.787,0.924,32,17,15,61,Tachykinin antagonist
2446,IFRD2,trt_sh,0.924,0.554,0.924,20,14,6,42,
2447,UNC-0321,trt_cp,0.923,-0.693,0.923,39,24,15,74,Histone lysine methyltransferase inhibitor
2448,BRD-K50659736,trt_cp,0.923,-0.79,0.923,12,7,5,17,
2449,FOXA2,trt_sh,0.923,-0.763,0.923,13,6,7,27,
2450,quinidine,trt_cp,0.923,-0.858,0.923,55,29,26,100,Sodium channel blocker
2451,VRK1,trt_sh,0.923,-0.855,0.923,21,12,9,41,
2452,fluvastatin,trt_cp,0.923,-0.915,0.923,20,9,11,33,HMGCR inhibitor
2453,r(-)-apomorphine,trt_cp,0.923,-0.727,0.923,23,14,9,42,
2454,hymecromone,trt_cp,0.923,-0.81,0.923,33,16,17,61,Monoamine oxidase inhibitor
2455,AARS,trt_sh,0.923,-0.693,0.923,48,25,23,72,
2456,RG-4733,trt_cp,0.923,0.706,0.923,29,21,8,48,
2457,GW-843682X,trt_cp,0.923,-0.74,0.923,109,60,49,272,PLK inhibitor
2458,BRD-K00256256,trt_cp,0.923,-0.685,0.923,11,5,6,13,Protein phosphatase inhibitor
2459,NKIRAS2,trt_sh,0.923,-0.809,0.923,19,8,11,27,
2460,NADSYN1,trt_sh,0.923,-0.609,0.923,11,6,5,24,
2461,TIMM9,trt_sh,0.923,-0.79,0.923,27,13,14,42,
2462,Gossypetin,trt_cp,0.923,0.615,0.923,27,19,8,54,DNA methyltransferase inhibitor
2463,VRK3,trt_sh,0.923,-0.828,0.923,69,35,34,107,
2464,LMO4,trt_sh,0.923,-0.811,0.923,18,10,8,26,
2465,biperiden,trt_cp,0.922,-0.666,0.922,50,29,21,84,Acetylcholine receptor antagonist
2466,PAK3,trt_sh,0.922,-0.613,0.922,20,11,9,33,
2467,gabazine,trt_cp,0.922,-0.672,0.922,21,12,9,38,GABA receptor antagonist
2468,BRD-K76188144,trt_cp,0.922,-0.825,0.922,32,15,17,58,
2469,BRCA1,trt_sh,0.922,-0.766,0.922,75,36,39,105,
2470,S100Z,trt_sh,0.922,-0.762,0.922,19,10,9,27,
2471,EIF3J,trt_sh,0.922,-0.579,0.922,12,7,5,27,
2472,pirenzepine,trt_cp,0.922,-0.794,0.922,28,16,12,64,Acetylcholine receptor antagonist
2473,estradiol,trt_cp,0.922,-0.815,0.922,195,106,89,344,Estrogen receptor agonist
2474,BRD-K98948170,trt_cp,0.922,-0.683,0.922,112,64,48,197,Kelch-like ECH-associated protein ligand
2475,mestranol,trt_cp,0.922,-0.796,0.922,60,34,26,95,Estrogen receptor agonist
2476,BRD-K25070860,trt_cp,0.922,-0.529,0.922,15,8,7,23,
2477,DUSP1,trt_sh,0.922,-0.514,0.922,19,12,7,35,
2478,PDXK,trt_sh,0.922,-0.799,0.922,21,13,8,38,
2479,BRD-K30704475,trt_cp,0.922,0.762,0.922,11,9,2,18,
2480,ICI-199441,trt_cp,0.922,-0.636,0.922,13,7,6,19,Opioid receptor agonist
2481,ZW10,trt_sh,0.922,0.62,0.922,24,19,5,39,
2482,M2-PK-activator,trt_cp,0.921,-0.808,0.921,36,22,14,72,Pyruvate kinase isozyme activator
2483,GPR126,trt_sh,0.921,-0.524,0.921,14,8,6,24,
2484,kynuramine,trt_cp,0.921,0.173,0.921,12,8,4,19,Aryl hydrocarbon receptor activator
2485,TBCB,trt_sh,0.921,-0.697,0.921,18,11,7,42,
2486,VEGFB,trt_sh,0.921,-0.755,0.921,12,7,5,27,
2487,KM-01366,trt_cp,0.921,-0.591,0.921,12,7,5,17,
2488,TMEM174,trt_sh,0.921,-0.658,0.921,20,12,8,38,
2489,cinchonine,trt_cp,0.921,-0.718,0.921,11,5,6,23,P-glycoprotein inhibitor
2490,RAB11FIP2,trt_sh,0.921,-0.227,0.921,29,19,10,39,
2491,DIS3,trt_sh,0.921,-0.582,0.921,15,9,6,24,
2492,BRD-K22587354,trt_cp,0.921,-0.514,0.921,24,15,9,48,
2493,BRD-K46791751,trt_cp,0.921,-0.724,0.921,24,11,13,46,
2494,EFNB3,trt_sh,0.92,-0.77,0.92,28,15,13,42,
2495,MSTN,trt_lig,0.92,0.785,0.92,12,9,3,19,
2496,UBP1,trt_sh,0.92,-0.755,0.92,14,7,7,27,
2497,NPK76-II-72-1,trt_cp,0.92,-0.878,0.92,77,40,37,180,
2498,BTC,trt_lig,0.92,-0.721,0.92,56,34,22,107,
2499,POU5F1,trt_sh,0.92,0.537,0.92,20,14,6,32,
2500,BRD-K89558221,trt_cp,0.92,-0.887,0.92,13,6,7,17,
2501,GSK3B,trt_sh,0.92,-0.871,0.92,84,41,43,158,
2502,irsogladine,trt_cp,0.92,-0.771,0.92,30,16,14,76,Phosphodiesterase inhibitor
2503,PEX11A,trt_sh,0.92,0.094,0.92,18,12,6,33,
2504,itraconazole,trt_cp,0.92,-0.777,0.92,69,39,30,116,Cytochrome P450 inhibitor
2505,iniparib,trt_cp,0.92,-0.845,0.92,97,50,47,210,PARP inhibitor
2506,EPHA6,trt_sh,0.92,-0.88,0.92,64,33,31,91,
2507,IRAK2,trt_sh,0.92,-0.759,0.92,17,9,8,37,
2508,tobramycin,trt_cp,0.92,-0.747,0.92,24,14,10,42,bacterial 30S ribosomal subunit inhibitor
2509,TOPBP1,trt_sh,0.919,-0.814,0.919,16,10,6,36,
2510,SLC3A1,trt_sh,0.919,-0.754,0.919,18,10,8,27,
2511,alimemazine,trt_cp,0.919,-0.263,0.919,11,7,4,19,Histamine receptor agonist
2512,AZD-5363,trt_cp,0.919,-0.597,0.919,18,11,7,42,
2513,CCT8,trt_sh,0.919,-0.313,0.919,23,15,8,39,
2514,PSB-11,trt_cp,0.919,-0.792,0.919,10,6,4,19,Adenosine receptor antagonist
2515,HSPE1,trt_sh,0.919,-0.727,0.919,16,9,7,27,
2516,rebamipide,trt_cp,0.919,-0.765,0.919,25,10,15,46,Free radical scavenger
2517,PPP3CA,trt_sh,0.919,-0.652,0.919,38,23,15,72,
2518,BRD-K74548617,trt_cp,0.919,-0.871,0.919,10,5,5,16,
2519,NDUFB1,trt_sh,0.919,0.607,0.919,17,12,5,27,
2520,ALDH3B1,trt_sh,0.919,-0.563,0.919,16,9,7,27,
2521,H2AFV,trt_sh,0.919,-0.864,0.919,27,12,15,41,
2522,MDL-28170,trt_cp,0.919,-0.893,0.919,12,5,7,19,Calpain inhibitor
2523,TL-AA09,trt_cp,0.918,-0.223,0.918,23,15,8,42,
2524,DHDDS,trt_sh,0.918,-0.69,0.918,23,14,9,36,
2525,BIX-02188,trt_cp,0.918,-0.561,0.918,13,8,5,25,MEK inhibitor
2526,GRN,trt_sh,0.918,-0.809,0.918,29,17,12,42,
2527,SMAD3,trt_xpr,0.918,-0.547,0.918,32,20,12,66,
2528,GSK-429286A,trt_cp,0.918,-0.861,0.918,110,61,49,194,Rho associated kinase inhibitor
2529,SLC25A5,trt_sh,0.917,-0.7,0.917,18,10,8,24,
2530,APD-668,trt_cp,0.917,0.689,0.917,16,12,4,42,
2531,PAK1,trt_sh,0.917,-0.916,0.917,30,15,15,43,
2532,BTK,trt_oe,0.917,-0.683,0.917,11,6,5,18,
2533,ZNF213,trt_sh,0.917,0.194,0.917,15,10,5,24,
2534,GPR150,trt_sh,0.917,-0.727,0.917,12,7,5,24,
2535,ciclesonide,trt_cp,0.917,-0.779,0.917,23,12,11,42,glucocorticoid receptor agonist
2536,LHX8,trt_sh,0.917,-0.875,0.917,54,27,27,88,
2537,benzamil,trt_cp,0.917,-0.693,0.917,46,26,20,80,Sodium channel blocker
2538,MGAT4A,trt_sh,0.917,-0.717,0.917,16,9,7,33,
2539,PLA2G15,trt_sh,0.916,-0.822,0.916,16,8,8,24,
2540,IL18,trt_sh,0.916,0.756,0.916,11,10,1,24,
2541,UBE2J1,trt_sh,0.916,-0.754,0.916,25,13,12,36,
2542,NDUFA9,trt_sh,0.916,-0.862,0.916,19,9,10,27,
2543,FAIM,trt_sh,0.916,-0.764,0.916,23,13,10,42,
2544,IL10,trt_sh,0.916,-0.759,0.916,18,9,9,27,
2545,MAT2A,trt_sh,0.916,-0.74,0.916,12,7,5,27,
2546,MAT1A,trt_sh,0.916,-0.891,0.916,18,7,11,24,
2547,RBL2,trt_sh,0.916,-0.814,0.916,17,10,7,27,
2548,ABCC1,trt_sh,0.916,-0.596,0.916,18,11,7,30,
2549,SSBP4,trt_sh,0.916,0.733,0.916,16,12,4,26,
2550,NSA2,trt_sh,0.916,-0.427,0.916,24,15,9,33,
2551,BVD-523,trt_cp,0.916,-0.747,0.916,21,12,9,42,MAP kinase inhibitor
2552,HUS1,trt_sh,0.915,-0.858,0.915,18,10,8,33,
2553,BRD-K91781484,trt_cp,0.915,-0.19,0.915,11,7,4,17,NRF2 activator
2554,NGF,trt_lig,0.915,0.645,0.915,10,7,3,19,
2555,EBPC,trt_cp,0.915,-0.861,0.915,13,6,7,19,Aldose reductase inhibitor
2556,CHD1,trt_sh,0.915,-0.646,0.915,11,6,5,27,
2557,TKT,trt_sh,0.914,-0.364,0.914,17,11,6,27,
2558,NOTCH1,trt_sh,0.914,-0.714,0.914,48,28,20,70,
2559,CXCL10,trt_lig,0.914,-0.545,0.914,10,6,4,19,
2560,diclofenamide,trt_cp,0.914,0.521,0.914,13,9,4,23,Carbonic anhydrase inhibitor
2561,KIAA0355,trt_sh,0.914,-0.868,0.914,22,12,10,39,
2562,ERG,trt_xpr,0.914,-0.869,0.914,39,21,18,77,
2563,CLPTM1,trt_sh,0.914,0.101,0.914,15,10,5,27,
2564,miltefosine,trt_cp,0.914,-0.775,0.914,15,9,6,42,membrane integrity inhibitor
2565,DNAJB6,trt_sh,0.914,-0.729,0.914,19,11,8,43,
2566,tyrphostin,trt_cp,0.914,-0.613,0.914,10,6,4,19,EGFR inhibitor
2567,SLC1A5,trt_sh,0.914,-0.746,0.914,19,10,9,27,
2568,benperidol,trt_cp,0.914,-0.847,0.914,10,5,5,23,Dopamine receptor antagonist
2569,GRHPR,trt_sh,0.914,-0.754,0.914,37,23,14,69,
2570,GTF3C2,trt_sh,0.913,-0.63,0.913,19,11,8,27,
2571,BRD-K40577058,trt_cp,0.913,-0.648,0.913,14,8,6,15,
2572,ELANE,trt_lig,0.913,-0.684,0.913,14,8,6,19,
2573,BRD-A95937159,trt_cp,0.913,0.609,0.913,14,10,4,30,
2574,TAF15,trt_sh,0.913,0.025,0.913,15,10,5,33,
2575,CD320,trt_oe,0.913,0.738,0.913,10,8,2,17,
2576,ritanserin,trt_cp,0.913,-0.708,0.913,15,9,6,23,Serotonin receptor antagonist
2577,POLE3,trt_sh,0.912,-0.824,0.912,10,5,5,27,
2578,PPARD,trt_sh,0.912,-0.718,0.912,14,8,6,27,
2579,propranolol,trt_cp,0.912,-0.61,0.912,22,14,8,63,Adrenergic receptor antagonist
2580,MET,trt_sh,0.912,-0.761,0.912,186,102,84,296,
2581,mianserin,trt_cp,0.912,-0.751,0.912,30,16,14,64,Serotonin receptor antagonist
2582,etravirine,trt_cp,0.912,0.62,0.912,19,14,5,42,non-nucleoside reverse transcriptase inhibitor
2583,cucurbitacin-i,trt_cp,0.912,-0.784,0.912,62,28,34,124,JAK inhibitor|Lipocortin synthesis stimulant|STAT inhibitor
2584,nicergoline,trt_cp,0.912,0.629,0.912,37,26,11,68,Adrenergic receptor antagonist
2585,lisofylline,trt_cp,0.912,-0.668,0.912,25,15,10,42,"interleukin receptor antagonist, STAT inhibitor"
2586,TNFSF11,trt_lig,0.912,0.711,0.912,11,9,2,19,
2587,ramipril,trt_cp,0.912,-0.757,0.912,40,21,19,83,Angiotensin converting enzyme inhibitor
2588,folic-acid,trt_cp,0.912,-0.738,0.912,16,10,6,46,Folate receptor ligand
2589,PJA1,trt_sh,0.911,-0.759,0.911,18,9,9,42,
2590,PPARGC1B,trt_sh,0.911,-0.826,0.911,19,10,9,27,
2591,CDH1,trt_xpr,0.911,-0.903,0.911,45,24,21,66,
2592,ketoconazole,trt_cp,0.911,-0.641,0.911,32,16,16,63,Sterol demethylase inhibitor
2593,CISD1,trt_sh,0.911,-0.78,0.911,21,10,11,39,
2594,nikethamide,trt_cp,0.911,-0.888,0.911,20,11,9,42,immunostimulant
2595,SULT2B1,trt_sh,0.911,-0.768,0.911,17,9,8,27,
2596,LMNA,trt_sh,0.911,-0.602,0.911,16,10,6,27,
2597,LYRM1,trt_sh,0.911,-0.787,0.911,27,14,13,43,
2598,ZNF434,trt_sh,0.911,-0.9,0.911,11,6,5,24,
2599,raloxifene,trt_cp,0.911,-0.792,0.911,145,78,67,272,Estrogen receptor antagonist|Selective estrogen receptor modulator (SERM)
2600,obatoclax,trt_cp,0.911,0.83,0.911,12,10,2,17,BCL inhibitor
2601,STAT3-inhibitor-VI,trt_cp,0.911,-0.849,0.911,36,21,15,59,STAT inhibitor
2602,RAF-265,trt_cp,0.911,-0.842,0.911,77,37,40,156,
2603,ramatroban,trt_cp,0.911,-0.58,0.911,22,14,8,42,prostanoid receptor antagonist
2604,BRD-K85549762,trt_cp,0.91,-0.879,0.91,10,5,5,13,
2605,phenylacetylglutamine,trt_cp,0.91,0.124,0.91,27,18,9,42,"DNA methylase inhibitor, protein synthesis inhibitor"
2606,lapatinib,trt_cp,0.91,-0.777,0.91,146,82,64,263,EGFR inhibitor|ErbB2 inhibitor
2607,BRD-K69406317,trt_cp,0.91,-0.731,0.91,10,5,5,16,
2608,TP53,trt_sh,0.91,-0.529,0.91,42,26,16,71,
2609,AKTIP,trt_sh,0.91,-0.763,0.91,12,7,5,24,
2610,EGFP,ctl_vector,0.91,-0.907,0.91,70,34,36,132,
2611,PPIB,trt_sh,0.91,0.117,0.91,15,10,5,27,
2612,flecainide,trt_cp,0.909,0.558,0.909,34,24,10,80,Sodium channel blocker
2613,CDC25B,trt_sh,0.909,-0.541,0.909,17,10,7,33,
2614,BMP11,trt_lig,0.909,-0.778,0.909,12,7,5,19,
2615,ZNF563,trt_sh,0.909,-0.773,0.909,14,7,7,24,
2616,AKR1C2,trt_sh,0.909,-0.739,0.909,72,37,35,126,
2617,bopindolol,trt_cp,0.909,-0.909,0.909,24,12,12,42,adrenergic receptor antagonist
2618,MED12L,trt_sh,0.909,-0.756,0.909,17,10,7,27,
2619,XBP1,trt_sh,0.909,-0.781,0.909,49,27,22,79,
2620,GBA,trt_sh,0.909,-0.672,0.909,13,7,6,24,
2621,IL6R,trt_sh,0.909,-0.855,0.909,20,11,9,27,
2622,anandamide,trt_cp,0.909,-0.793,0.909,50,26,24,86,Cannabinoid receptor agonist
2623,ethylenediaminetetraacetic-acid,trt_cp,0.909,-0.832,0.909,19,9,10,42,PKC inhibitor
2624,cinepazide,trt_cp,0.909,-0.424,0.909,19,12,7,42,calcium channel activator
2625,TMED7,trt_sh,0.909,-0.491,0.909,17,10,7,27,
2626,MAF,trt_sh,0.908,0.135,0.908,21,14,7,27,
2627,tetrabenazine,trt_cp,0.908,-0.561,0.908,42,27,15,75,Vesicular monoamine transporter inhibitor
2628,VAMP7,trt_sh,0.908,-0.881,0.908,23,12,11,42,
2629,SA-424577,trt_cp,0.908,-0.729,0.908,12,7,5,21,
2630,GALT,trt_sh,0.908,-0.845,0.908,15,8,7,27,
2631,CASD1,trt_sh,0.908,-0.823,0.908,16,8,8,27,
2632,NU-7441,trt_cp,0.908,-0.722,0.908,96,51,45,180,P-glycoprotein inhibitor|DNA dependent protein kinase inhibitor
2633,BRD-K08663380,trt_cp,0.908,-0.796,0.908,28,13,15,55,
2634,MPDZ,trt_sh,0.908,0.084,0.908,18,12,6,39,
2635,SCAP,trt_sh,0.907,-0.585,0.907,22,12,10,30,
2636,SA-1472542,trt_cp,0.907,-0.837,0.907,13,7,6,18,
2637,BRD-K35832492,trt_cp,0.907,-0.812,0.907,55,29,26,96,
2638,PA-824,trt_cp,0.906,-0.772,0.906,23,12,11,42,
2639,LYZ,trt_sh,0.906,0.072,0.906,15,10,5,27,
2640,BRD-A12643502,trt_cp,0.906,-0.846,0.906,12,5,7,17,
2641,isamoltane,trt_cp,0.906,0.687,0.906,11,8,3,19,Adrenergic receptor antagonist
